Tax ID,Active Per Last Reported Status,Last Reported Active Date,Officer First Name,Officer Last Name,Officer Race,Officer Gender,Current Rank Abbreviation,Current Rank,Current Command,Shield No,Total Complaints,Total Substantiated Complaints
971512,No,06/02/2025 11:55:01 AM,Christopher,Kraemer,White,Male,PO,Police Officer,028 PCT,15618,3,0
971513,Yes,08/03/2026 03:51:12 PM,Nicholas,Krizek,White,Male,PO,Police Officer,MTN PCT,01066,1,0
971514,No,10/03/2023 08:51:18 AM,Matthew,Milo,White,Male,PO,Police Officer,109 PCT,15730,0,0
971515,Yes,08/03/2026 03:51:12 PM,Deepak,Kumar,Asian,Male,PO,Police Officer,PSA 9,20627,0,0
971516,Yes,08/03/2026 03:51:12 PM,Andrew,Lajoie,White,Male,DT3,Detective,067 DET,02770,0,0
971518,Yes,08/03/2026 03:51:12 PM,Jacqueline,Langellotti,White,Female,PO,Police Officer,113 PCT,05681,2,0
971519,Yes,08/03/2026 03:51:12 PM,Matthew,Langstrand,White,Male,PO,Police Officer,QN SU ALU,08025,0,0
971520,No,01/02/2025 09:52:14 AM,Armani,Lantiguataveras,Hispanic,Male,PO,Police Officer,046 PCT,21099,3,0
971521,No,03/02/2026 11:00:16 AM,Eduardo,Lantigua,Hispanic,Male,PO,Police Officer,048 PCT,03850,2,1
971522,Yes,08/03/2026 03:51:12 PM,Christian,Layes,Hispanic,Male,PO,Police Officer,028 PCT,15628,6,2
971523,Yes,08/03/2026 03:51:12 PM,Richard,Lee,Asian,Male,PO,Police Officer,019 PCT,14944,0,0
971524,Yes,08/03/2026 03:51:12 PM,Wilson,Lee,Asian,Male,PO,Police Officer,001 PCT,15704,1,0
971525,Yes,08/03/2026 03:51:12 PM,Andrei,Legoun,White,Male,PO,Police Officer,013 PCT,18694,6,1
971526,No,10/03/2022 02:09:50 PM,Thomas,Lesner,White,Male,PO,Police Officer,114 PCT,14957,0,0
971527,Yes,08/03/2026 03:51:12 PM,Jason,Lewin,Black,Male,PO,Police Officer,033 PCT,21104,1,0
971528,Yes,08/03/2026 03:51:12 PM,Gary,Li,Asian,Male,PO,Police Officer,MELD,16266,3,0
971529,Yes,08/03/2026 03:51:12 PM,Alec,Lian,Asian,Male,PO,Police Officer,070 PCT,17068,1,0
971530,Yes,08/03/2026 03:51:12 PM,Gabrielle,Liebowitz,White,Female,PO,Police Officer,QN CRT,19326,3,0
971531,Yes,08/03/2026 03:51:12 PM,Kenny,Lin,Asian,Male,PO,Police Officer,070 PCT,18701,1,0
971532,No,09/01/2022 11:13:54 AM,Jonathan,Lollar,White,Male,PO,Police Officer,006 PCT,19966,0,0
971533,Yes,08/03/2026 03:51:12 PM,Thomas,Lolos,White,Male,PO,Police Officer,PBXS YANKEE,20651,0,0
971534,Yes,08/03/2026 03:51:12 PM,Brandon,Lopez,Hispanic,Male,PO,Police Officer,032 PCT,10121,3,0
971535,Yes,08/03/2026 03:51:12 PM,Fausto,Lopez,Hispanic,Male,PO,Police Officer,013 PCT,14994,2,0
971536,Yes,08/03/2026 03:51:12 PM,Ivan,Lovera,Hispanic,Male,PO,Police Officer,040 PCT,15705,3,2
971537,Yes,08/03/2026 03:51:12 PM,Michelle,Machadovasquez,Hispanic,Female,PO,Police Officer,044 PCT,10125,0,0
971538,No,05/02/2023 09:58:57 AM,David,Macove,White,Male,PO,Police Officer,032 PCT,21108,0,0
971540,Yes,08/03/2026 03:51:12 PM,Patrick,Magee,White,Male,PO,Police Officer,PSA 5,17076,0,0
971542,Yes,08/03/2026 03:51:12 PM,Ryan,Maggio,White,Male,PO,Police Officer,030 PCT,17397,0,0
971543,No,07/03/2023 01:23:58 PM,Paul,Maldonado,Hispanic,Male,PO,Police Officer,PSA 8,06137,1,0
971544,No,10/01/2024 05:05:12 PM,Mdabdulla,Mamun,Asian,Male,PO,Police Officer,MTN PCT,20014,0,0
971546,No,08/01/2025 12:44:45 PM,Dominick,Marinucci,White,Male,PO,Police Officer,020 PCT,13021,0,0
971547,Yes,08/03/2026 03:51:12 PM,George,Marmolejos,Hispanic,Male,PO,Police Officer,PSA 7,15710,3,0
971548,Yes,08/03/2026 03:51:12 PM,Levon,Kennedy,Black,Male,PO,Police Officer,010 PCT,14939,1,0
971550,Yes,08/03/2026 03:51:12 PM,Obieka,Marshall,Black,Male,PO,Police Officer,078 PCT,15720,1,0
971551,Yes,08/03/2026 03:51:12 PM,Frank,Masone,White,Male,PO,Police Officer,WARRSEC,18702,1,0
971552,Yes,08/03/2026 03:51:12 PM,Luis,Mata,Hispanic,Male,PO,Police Officer,043 PCT,17094,1,1
971553,Yes,08/03/2026 03:51:12 PM,Karen,Mathis,Black,Female,PO,Police Officer,060 DV SQD,13026,3,0
971554,Yes,08/03/2026 03:51:12 PM,Timothy,Anderson,White,Male,PO,Police Officer,HARBOR,14012,0,0
971555,Yes,08/03/2026 03:51:12 PM,Austin,Mattern,White,Male,PO,Police Officer,PSA 9,15069,0,0
971556,Yes,08/03/2026 03:51:12 PM,Michael,Mazzarisi,White,Male,PO,Police Officer,123 PCT,15724,0,0
971557,No,08/02/2022 02:13:34 PM,Anthony,Mazzella,White,Male,PO,Police Officer,050 PCT,16282,0,0
971558,Yes,08/03/2026 03:51:12 PM,Kevin,Selvakumar,Asian,Male,PO,Police Officer,114 PCT,20841,6,1
971559,No,12/02/2025 08:15:54 AM,Hemil,Mejia,Hispanic,Male,PO,Police Officer,023 PCT,18704,3,0
971560,Yes,08/03/2026 03:51:12 PM,Eric,Gomez,Hispanic,Male,PO,Police Officer,PSA 9,17768,0,0
971561,Yes,08/03/2026 03:51:12 PM,Pedro,Mendez,Hispanic,Male,PO,Police Officer,071 PCT,20079,6,0
971562,Yes,08/03/2026 03:51:12 PM,Jessica,Menna,White,Female,PO,Police Officer,106 PCT,03971,1,0
971563,Yes,08/03/2026 03:51:12 PM,Jesus,Merino,Hispanic,Male,PO,Police Officer,PSA 1,20666,0,0
971564,No,09/03/2024 12:58:56 PM,Alekos,Mesiouris,White,Male,PO,Police Officer,028 PCT,17104,2,0
971565,No,10/30/2021 05:24:00 PM,Shabir,Miah,Asian,Male,PO,Police Officer,RTS RECRUIT,21142,0,0
971566,Yes,08/03/2026 03:51:12 PM,Jared,Mifsud,White,Male,PO,Police Officer,AUTO CR,18734,1,0
971567,Yes,08/03/2026 03:51:12 PM,Anthony,Miranda,Hispanic,Male,PO,Police Officer,033 PCT,21144,0,0
971568,No,01/04/2022 08:23:15 AM,Doris,Miranda,Hispanic,Female,PO,Police Officer,RTS RECRUIT,14437,0,0
971569,No,03/01/2024 10:12:10 AM,Moneshwar,Mohabir,Asian,Male,PO,Police Officer,QM SEC,04021,0,0
971570,Yes,08/03/2026 03:51:12 PM,Brandon,Morales,Hispanic,Male,PO,Police Officer,072 PCT,30216,0,0
971571,Yes,08/03/2026 03:51:12 PM,Erneliz,Gil,Hispanic,Female,PO,Police Officer,047 DV SQD,13028,0,0
971572,Yes,08/03/2026 03:51:12 PM,Bryan,Moran,Hispanic,Male,PO,Police Officer,DBXN ECT,10154,2,0
971573,No,02/01/2023 05:06:11 PM,Daniel,Mordehai,White,Male,PO,Police Officer,019 PCT,19330,0,0
971574,No,06/04/2024 11:23:29 AM,Alex,Morgese,White,Male,PO,Police Officer,052 PCT,20104,0,0
971575,No,01/04/2022 08:23:15 AM,Abena,Cole,Black,Female,PO,Police Officer,RTS RECRUIT,16811,0,0
971576,No,09/01/2023 12:55:00 PM,Daniel,Morra,White,Male,PO,Police Officer,084 PCT,08032,0,0
971577,Yes,08/03/2026 03:51:12 PM,Matthew,Morrison,White,Male,PO,Police Officer,114 PCT,21150,0,0
971578,Yes,08/03/2026 03:51:12 PM,Nadder,Munassar,White,Male,PO,Police Officer,072 PCT,04980,4,0
971579,No,04/05/2022 09:01:32 AM,Matthew,Murphy,White,Male,PO,Police Officer,049 PCT,00415,0,0
971580,No,03/01/2022 01:49:51 PM,Shaun,Napolitano,White,Male,PO,Police Officer,115 PCT,13035,0,0
971581,Yes,08/03/2026 03:51:12 PM,Michael,Newman,White,Male,PO,Police Officer,112 PCT,10253,4,1
971582,No,10/03/2023 08:51:18 AM,Frank,Nicacci,White,Male,PO,Police Officer,104 PCT,14443,0,0
971583,No,11/01/2022 10:17:58 AM,Ray,Noel,Black,Male,PO,Police Officer,PSA 7,18742,0,0
971584,No,01/04/2023 10:52:01 AM,Joshua,Nuval,Asian,Male,PO,Police Officer,066 PCT,08079,0,0
971585,Yes,08/03/2026 03:51:12 PM,Grady,Ohalleran,White,Male,PO,Police Officer,019 PCT,17130,0,0
971586,Yes,08/03/2026 03:51:12 PM,Melanie,Obrien,White,Female,PO,Police Officer,073 PCT,13078,5,2
971587,Yes,08/03/2026 03:51:12 PM,Thomas,Oconnor,White,Male,PO,Police Officer,PSA 6,22205,2,0
971588,Yes,08/03/2026 03:51:12 PM,Katherine,Oropezatorres,Hispanic,Female,PO,Police Officer,COD QLD,13088,1,0
971589,Yes,08/03/2026 03:51:12 PM,Nicholas,Ortega,Hispanic,Male,PO,Police Officer,072 PCT,13565,8,1
971590,Yes,08/03/2026 03:51:12 PM,Osvaldo,Ortiz,Hispanic,Male,PO,Police Officer,005 DV SQD,14452,2,0
971591,No,12/05/2022 10:21:03 AM,Jovanni,Santana,Hispanic,Male,PO,Police Officer,040 PCT,15127,1,0
971592,No,03/01/2022 01:49:51 PM,Michael,Osmundsen,White,Male,PO,Police Officer,032 PCT,14495,0,0
971593,Yes,08/03/2026 03:51:12 PM,Virgen,Ospina,Hispanic,Female,PO,Police Officer,103 PCT,05049,2,0
971594,Yes,08/03/2026 03:51:12 PM,Adam,Pabon,Hispanic,Male,PO,Police Officer,001 PCT,08235,1,0
971595,Yes,08/03/2026 03:51:12 PM,Willian,Pachecocuzco,Hispanic,Male,PO,Police Officer,BXN CRT,17145,11,3
971596,No,06/04/2024 11:23:29 AM,Steven,Pagliaroli,White,Male,PO,Police Officer,046 PCT,15079,0,0
971597,Yes,08/03/2026 03:51:12 PM,Tatiana,Pahom,White,Female,PO,Police Officer,DBBS,15754,0,0
971598,Yes,08/03/2026 03:51:12 PM,Marie,Molina,Hispanic,Female,PO,Police Officer,MELD,13090,0,0
971599,Yes,08/03/2026 03:51:12 PM,Zachary,Panyu,Asian,Male,PO,Police Officer,121 PCT,27741,1,0
971601,Yes,08/03/2026 03:51:12 PM,Nicholas,Pascone,White,Male,PO,Police Officer,HARBOR SUM DTL,17154,0,0
971602,No,05/02/2022 10:01:40 AM,Dean,Patsos,White,Male,PO,Police Officer,MTN PCT,14500,0,0
971603,No,02/01/2023 05:06:11 PM,Sashagaye,Patterson,Black,Female,PO,Police Officer,006 PCT,19358,0,0
971604,No,04/01/2024 10:40:49 AM,Tyler,Paul,Black,Male,PO,Police Officer,QM SEC,08096,0,0
971605,No,07/06/2022 11:29:33 AM,Wilkis,Paulino,Hispanic,Male,PO,Police Officer,019 PCT,19378,1,0
971606,Yes,08/03/2026 03:51:12 PM,Gabriel,Perez,Hispanic,Male,PO,Police Officer,MELD,20117,0,0
971607,No,10/01/2024 05:05:12 PM,Justin,Perez,Hispanic,Male,PO,Police Officer,114 PCT,20669,1,0
971608,Yes,08/03/2026 03:51:12 PM,Vincent,Perricone,White,Male,PO,Police Officer,PSA 4,20126,1,0
971609,Yes,08/03/2026 03:51:12 PM,Demitrious,Peterson,Black,Male,PO,Police Officer,079 DET,20688,13,3
971610,No,01/02/2024 12:38:11 PM,Gennaro,Piarulli,White,Male,PO,Police Officer,013 PCT,18760,0,0
971611,No,08/02/2022 02:13:34 PM,Jannerys,Pichardo,Hispanic,Female,PO,Police Officer,023 PCT,21184,0,0
971612,Yes,08/03/2026 03:51:12 PM,Jonathan,Pickett,Hispanic,Male,PO,Police Officer,104 PCT,05106,1,0
971613,No,05/02/2022 10:01:40 AM,Jonathan,Pierrelys,Black,Male,PO,Police Officer,BX COURT,21207,0,0
971616,Yes,08/03/2026 03:51:12 PM,Patrick,Polintan,Asian,Male,PO,Police Officer,047 PCT,21221,3,1
971617,No,08/02/2024 08:50:25 AM,Christopher,Polizzi,White,Male,PO,Police Officer,023 PCT,20133,0,0
971618,Yes,08/03/2026 03:51:12 PM,Logan,Powers,White,Male,PO,Police Officer,PBQN,23759,0,0
971619,Yes,08/03/2026 03:51:12 PM,Christian,Prate,White,Male,PO,Police Officer,PBQN SU NST,21233,5,1
971620,Yes,08/03/2026 03:51:12 PM,Michael,Prendergast,Hispanic,Male,PO,Police Officer,043 PCT,15776,3,2
971621,No,08/02/2022 02:13:34 PM,Daniel,Puerta,Hispanic,Male,PO,Police Officer,M COURT,16304,0,0
971622,Yes,08/03/2026 03:51:12 PM,Mark,Puma,Hispanic,Male,PO,Police Officer,108 PCT,20148,3,1
971623,Yes,08/03/2026 03:51:12 PM,Gabriel,Quintunapina,Hispanic,Male,PO,Police Officer,032 PCT,13591,0,0
971624,Yes,08/03/2026 03:51:12 PM,Suzeth,Quiroz,Hispanic,Female,PO,Police Officer,009 PCT,19410,2,0
971625,Yes,08/03/2026 03:51:12 PM,Anthony,Raccuglia,White,Male,PO,Police Officer,109 PCT,05128,0,0
971626,Yes,08/03/2026 03:51:12 PM,Md,Rahman,Asian,Male,PO,Police Officer,063 PCT,13093,0,0
971627,No,05/02/2022 10:01:40 AM,Saifur,Rahman,Asian,Male,PO,Police Officer,042 PCT,13653,0,0
971628,Yes,08/03/2026 03:51:12 PM,Andrew,Ramkhalawan,Asian,Male,PO,Police Officer,PSA 2,14549,1,0
971629,Yes,08/03/2026 03:51:12 PM,Muhammad,Rana,Asian,Male,PO,Police Officer,006 PCT,15085,3,0
971630,Yes,08/03/2026 03:51:12 PM,Mark,Re,White,Male,PO,Police Officer,109 PCT,13658,1,0
971632,No,12/02/2024 06:52:10 PM,Jonathan,Reilly,White,Male,PO,Police Officer,049 PCT,21245,1,0
971633,No,09/01/2022 11:13:54 AM,Daniel,Reisert,White,Male,PO,Police Officer,042 PCT,20164,1,0
971635,Yes,08/03/2026 03:51:12 PM,Ralphy,Reyes,Hispanic,Male,PO,Police Officer,PBXN,20782,5,1
971636,No,10/30/2021 05:24:00 PM,Uzma,Malik,Asian,Female,PO,Police Officer,RTS RECRUIT,14435,0,0
971637,Yes,08/03/2026 03:51:12 PM,Joshua,Ribaudo,White,Male,PO,Police Officer,MELD,14591,0,0
971638,No,04/01/2026 02:55:10 PM,Liam,Ridge,White,Male,PO,Police Officer,050 DV SQD,15090,3,1
971639,Yes,08/03/2026 03:51:12 PM,Anthony,Riley,White,Male,PO,Police Officer,050 PCT,15799,10,4
971640,Yes,08/03/2026 03:51:12 PM,Noemi,Rivera,Hispanic,Female,PO,Police Officer,040 PCT,15849,0,0
971641,Yes,08/03/2026 03:51:12 PM,John,Rivoli,White,Male,PO,Police Officer,079 PCT,16316,1,0
971642,Yes,08/03/2026 03:51:12 PM,Michael,Roberts,White,Male,PO,Police Officer,PSA 8,17158,1,0
971643,Yes,08/03/2026 03:51:12 PM,Denis,Rocha,Hispanic,Male,PO,Police Officer,040 PCT,16318,13,5
971644,Yes,08/03/2026 03:51:12 PM,Amanda,Rodriguez,Hispanic,Female,PO,Police Officer,PSA 2,08130,2,0
971645,Yes,08/03/2026 03:51:12 PM,Ashley,Rodriguez,Hispanic,Female,PO,Police Officer,033 PCT,05271,2,0
971646,Yes,08/03/2026 03:51:12 PM,Chandon,Rodriguez,Hispanic,Female,PO,Police Officer,067 PCT,17484,3,0
971647,No,05/02/2022 10:01:40 AM,Jenilsys,Rodriguez,Hispanic,Female,PO,Police Officer,048 PCT,18801,0,0
971648,No,01/04/2022 08:23:15 AM,Jessica,Rodriguez,Hispanic,Female,PO,Police Officer,RTS RECRUIT,15113,0,0
971649,Yes,08/03/2026 03:51:12 PM,Jorge,Rodriguez,Hispanic,Male,PO,Police Officer,MELD,19443,1,0
971650,No,11/03/2023 11:08:17 AM,Diogenes,Rodriguezmontero,Hispanic,Male,PO,Police Officer,042 PCT,20183,0,0
971651,Yes,08/03/2026 03:51:12 PM,Omely,Rodriguezcesar,Hispanic,Male,PO,Police Officer,046 PCT,20789,4,1
971652,Yes,08/03/2026 03:51:12 PM,Anthony,Rojas,Hispanic,Male,PO,Police Officer,072 PCT,21298,0,0
971653,Yes,08/03/2026 03:51:12 PM,Jesus,Rojas,Hispanic,Male,PO,Police Officer,006 PCT,15122,1,0
971654,No,01/04/2022 08:23:15 AM,Bryan,Rolan,Hispanic,Male,PO,Police Officer,001 PCT,08151,0,0
971655,No,05/01/2024 09:57:12 AM,Michael,Romano,White,Male,PO,Police Officer,109 PCT,07936,0,0
971656,No,10/03/2022 02:09:50 PM,Elias,Rouyi,White,Male,PO,Police Officer,PSA 2,21300,1,0
971657,No,05/02/2023 09:58:57 AM,Chase,Rubio,Hispanic,Male,PO,Police Officer,073 PCT,16339,0,0
971659,Yes,08/03/2026 03:51:12 PM,Nicole,Sabodacha,White,Female,PO,Police Officer,005 PCT,13699,1,0
971660,Yes,08/03/2026 03:51:12 PM,Sara,Saltzmanizon,White,Female,PO,Police Officer,033 DET,18824,2,0
971661,No,05/01/2024 09:57:12 AM,Alfred,Salvatore,White,Male,PO,Police Officer,MTN PCT,19444,1,0
971662,Yes,08/03/2026 03:51:12 PM,Andrea,Sanchez,Hispanic,Female,PO,Police Officer,PSA 4,20802,1,0
971663,Yes,08/03/2026 03:51:12 PM,Penelope,Sanchezvargas,Hispanic,Female,PO,Police Officer,006 PCT,20191,1,0
971664,No,10/30/2021 05:24:00 PM,Amanda,Santamaria,White,Female,PO,Police Officer,RTS RECRUIT,13744,0,0
971665,Yes,08/03/2026 03:51:12 PM,Jeremy,Santana,Hispanic,Male,PO,Police Officer,MELD,29765,0,0
971666,No,03/01/2022 01:49:51 PM,Joseph,Santangelo,Hispanic,Male,PO,Police Officer,042 PCT,14636,0,0
971667,No,10/30/2021 05:24:00 PM,Amanda,Santiago,Hispanic,Female,PO,Police Officer,RTS RECRUIT,16479,0,0
971668,Yes,08/03/2026 03:51:12 PM,Christian,Santiago,Hispanic,Male,PO,Police Officer,068 PCT,15926,1,0
971669,No,10/30/2021 05:24:00 PM,Thalia,Santiago,Hispanic,Female,PO,Police Officer,RTS RECRUIT,05493,0,0
971670,No,11/01/2022 10:17:58 AM,Antonio,Santoro,White,Male,PO,Police Officer,006 PCT,20833,0,0
971672,No,11/01/2022 10:17:58 AM,George,Scarazzini,White,Male,PO,Police Officer,049 PCT,21303,0,0
971673,Yes,08/03/2026 03:51:12 PM,William,Scharfenberg,White,Male,PO,Police Officer,MTN PCT,17206,0,0
971674,Yes,08/03/2026 03:51:12 PM,Richard,Schmachtenberg,White,Male,PO,Police Officer,110 PCT,15932,3,2
971675,Yes,08/03/2026 03:51:12 PM,Dutch,Schultz,White,Male,PO,Police Officer,PBQN RES BURG TF,13096,4,0
971676,Yes,08/03/2026 03:51:12 PM,Tquana,Scrubb,Black,Female,PO,Police Officer,040 PCT,05617,0,0
971677,Yes,08/03/2026 03:51:12 PM,Whitney,Serrano,Hispanic,Female,PO,Police Officer,061 PCT,17223,2,0
971678,Yes,08/03/2026 03:51:12 PM,Derrick,Servius,Black,Male,PO,Police Officer,MTN PCT,08153,3,1
971679,Yes,08/03/2026 03:51:12 PM,Madeline,Shavuo,Hispanic,Female,PO,Police Officer,116 PCT,18838,0,0
971680,Yes,08/03/2026 03:51:12 PM,Christopher,Sheridan,White,Male,PO,Police Officer,109 PCT,13154,1,0
971681,Yes,08/03/2026 03:51:12 PM,Leila,Sheridan,White,Female,PO,Police Officer,PBSI,28759,0,0
971682,Yes,08/03/2026 03:51:12 PM,Steven,Shluger,White,Male,PO,Police Officer,013 PCT,10373,1,0
971683,Yes,08/03/2026 03:51:12 PM,Abu,Siddik,Asian,Male,PO,Police Officer,028 PCT,17235,0,0
971684,No,04/05/2022 09:01:32 AM,Courtney,Silberer,White,Female,PO,Police Officer,110 PCT,20850,0,0
971686,Yes,08/03/2026 03:51:12 PM,Sukhvir,Singh,Asian,Male,PO,Police Officer,025 PCT,19450,1,0
971687,No,07/02/2021 08:54:22 AM,George,Smith,White,Male,POM,Police Officer,REC TNG,00000,0,0
971688,Yes,08/03/2026 03:51:12 PM,Remon,Soliman,White,Male,PO,Police Officer,PSA 1,16498,0,0
971689,Yes,08/03/2026 03:51:12 PM,Sergejunior,Stfleur,Black,Male,PO,Police Officer,114 PCT,10377,1,0
971690,No,02/03/2022 10:46:04 AM,Oleg,Stavytsky,White,Male,PO,Police Officer,RTS RECRUIT,21310,0,0
971691,No,07/06/2022 11:29:33 AM,Jaylen,Stiebel,Black,Male,PO,Police Officer,042 PCT,13187,0,0
971692,Yes,08/03/2026 03:51:12 PM,Daniel,Stokes,White,Male,PO,Police Officer,006 DET,01420,3,0
971693,No,08/01/2025 12:44:45 PM,Robert,Stosch,White,Male,PO,Police Officer,073 PCT,05029,7,2
971694,Yes,08/03/2026 03:51:12 PM,Stanley,Su,Asian,Male,PO,Police Officer,017 PCT,20243,2,0
971695,Yes,08/03/2026 03:51:12 PM,Adderly,Sueroguzman,Hispanic,Male,PO,Police Officer,047 PCT,19475,1,0
971696,Yes,08/03/2026 03:51:12 PM,Sumit,Sulan,Asian,Male,DT3,Detective,INT EPU,00332,0,0
971697,No,03/01/2023 03:17:30 PM,Griffin,Sullivan,White,Male,PO,Police Officer,MTS PCT,15407,0,0
971698,Yes,08/03/2026 03:51:12 PM,Surathud,Sumranchuen,Asian,Male,PO,Police Officer,005 PCT,17249,5,0
971699,No,02/01/2023 05:06:11 PM,Chelsea,Tarazona,Hispanic,Female,PO,Police Officer,109 PCT,17285,0,0
971700,No,02/01/2023 05:06:11 PM,James,Terelle,White,Male,PO,Police Officer,048 PCT,18866,0,0
971701,Yes,08/03/2026 03:51:12 PM,Peter,Terranova,White,Male,PO,Police Officer,060 PCT,19588,3,0
971702,No,04/04/2023 11:30:11 AM,Tenzing,Tharchin,Asian,Male,PO,Police Officer,071 PCT,05624,0,0
971703,No,02/02/2026 11:31:25 AM,Gibin,Thomas,Asian,Male,PO,Police Officer,PSA 9,08239,0,0
971704,No,10/30/2021 05:24:00 PM,Khadijah,Thomas,Black,Female,PO,Police Officer,RTS RECRUIT,08250,0,0
971705,No,09/02/2025 06:46:16 PM,John,Tobin,White,Male,PO,Police Officer,044 PCT,20289,7,1
971706,Yes,08/03/2026 03:51:12 PM,Jonathan,Torres,Hispanic,Male,DTS,Detective,BXN CRT,05256,12,4
971707,Yes,08/03/2026 03:51:12 PM,Mathew,Torres,Hispanic,Male,PO,Police Officer,MTS PCT,31281,3,0
971708,Yes,08/03/2026 03:51:12 PM,Salvatore,Tortora,White,Male,PO,Police Officer,110 PCT,20859,1,1
971709,No,05/01/2025 10:17:18 AM,Shaniqua,Toussaint,Black,Female,PO,Police Officer,108 PCT,30127,0,0
971710,No,05/01/2024 09:57:12 AM,Nicholas,Trupia,White,Male,PO,Police Officer,052 PCT,21356,2,0
971711,No,06/02/2022 10:48:42 AM,Cory,Tseng,Asian,Male,PO,Police Officer,026 PCT,18896,0,0
971712,No,05/02/2022 10:01:40 AM,Daniel,Tsitron,White,Male,PO,Police Officer,072 PCT,15153,0,0
971713,Yes,08/03/2026 03:51:12 PM,Winston,Tung,Asian,Male,PO,Police Officer,PBMN,13205,0,0
971714,No,02/03/2022 10:46:04 AM,Yuriy,Tymkiv,White,Male,PO,Police Officer,070 PCT,15986,0,0
971715,No,06/01/2021 10:11:02 AM,Andres,Vaca,Hispanic,Male,POM,Police Officer,REC TNG,00000,0,0
971717,Yes,08/03/2026 03:51:12 PM,Armin,Vakufac,White,Male,PO,Police Officer,040 PCT,17293,3,0
971718,No,01/04/2022 08:23:15 AM,Toniann,Valdner,White,Female,PO,Police Officer,115 PCT,16010,0,0
971719,No,01/02/2024 12:38:11 PM,Eric,Valle,Hispanic,Male,PO,Police Officer,023 PCT,13237,2,0
971720,Yes,08/03/2026 03:51:12 PM,Brandon,Vancooten,Black,Male,PO,Police Officer,020 PCT,13760,1,0
971721,Yes,08/03/2026 03:51:12 PM,Geovanni,Varela,Hispanic,Male,PO,Police Officer,106 PCT,18888,3,1
971722,Yes,08/03/2026 03:51:12 PM,Diona,Velez,Hispanic,Female,PO,Police Officer,043 PCT,31129,13,2
971723,No,07/02/2024 10:28:37 AM,Eric,Velez,Hispanic,Male,PO,Police Officer,121 PCT,20313,3,0
971724,No,04/04/2023 11:30:11 AM,Liliana,Velez,Hispanic,Female,PO,Police Officer,NARCBBX,13881,0,0
971726,No,10/30/2021 05:24:00 PM,Yosveli,Veras,Hispanic,Female,PO,Police Officer,RTS RECRUIT,20894,0,0
971727,Yes,08/03/2026 03:51:12 PM,Jairo,Villardiaz,Hispanic,Male,PO,Police Officer,PSA 2,16020,5,1
971728,Yes,08/03/2026 03:51:12 PM,Giavanna,Santos,Hispanic,Female,PO,Police Officer,068 PCT,28624,0,0
971729,No,01/04/2022 08:23:15 AM,Vincent,Virgadamo,White,Male,PO,Police Officer,110 PCT,31399,0,0
971730,Yes,08/03/2026 03:51:12 PM,Ricky,Vitali,White,Male,PO,Police Officer,013 PCT,05899,2,0
971731,No,06/02/2022 10:48:42 AM,Briani,Wallace,Black,Female,PO,Police Officer,Q NIGHT WATCH,14649,0,0
971732,No,05/01/2026 04:31:35 PM,Robert,Welsh,White,Male,PO,Police Officer,114 PCT,24524,2,0
971733,No,11/01/2022 10:17:58 AM,Donald,Wetherbee,White,Male,PO,Police Officer,PSA 9,21369,0,0
971734,Yes,08/03/2026 03:51:12 PM,Minho,Wha,Asian,Male,PO,Police Officer,030 PCT,13904,0,0
971735,Yes,08/03/2026 03:51:12 PM,Gregory,White,Black,Male,PO,Police Officer,084 PCT,15177,1,0
971736,No,08/01/2025 12:44:45 PM,Christopher,Willis,White,Male,PO,Police Officer,115 PCT,16033,0,0
971737,Yes,08/03/2026 03:51:12 PM,Jarel,Winston,Black,Male,PO,Police Officer,048 PCT,14671,1,0
971738,Yes,08/03/2026 03:51:12 PM,Monique,Wright,Black,Female,PO,Police Officer,068 PCT,19570,0,0
971739,Yes,08/03/2026 03:51:12 PM,Barry,Xu,Asian,Male,PO,Police Officer,072 DV SQD,18897,1,0
971740,No,07/06/2022 11:29:33 AM,Zhenyu,Yang,Asian,Male,PO,Police Officer,061 PCT,15201,0,0
971742,Yes,08/03/2026 03:51:12 PM,Dahlia,Gotay,White,Female,PO,Police Officer,114 PCT,16571,0,0
971744,Yes,08/03/2026 03:51:12 PM,Brian,Zhang,Asian,Male,PO,Police Officer,078 PCT,16638,2,0
971745,No,03/01/2022 01:49:51 PM,Ashley,Zhao,Asian,Female,PO,Police Officer,033 PCT,17303,0,0
971747,No,09/01/2022 11:13:54 AM,Christopher,Zito,White,Male,PO,Police Officer,113 PCT,18904,1,0
971748,Yes,08/03/2026 03:51:12 PM,Kimberly,Vazquez,Black,Female,PO,Police Officer,BK COURT,15173,1,0
971749,No,08/02/2022 02:13:34 PM,Craig,Smith,Black,Male,PO,Police Officer,023 PCT,15939,0,0
971750,Yes,08/03/2026 03:51:12 PM,Erik,Rodriguez,Hispanic,Male,PO,Police Officer,032 PCT,16334,0,0
971751,Yes,08/03/2026 03:51:12 PM,Scott,David,Asian,Male,PO,Police Officer,MELD,20931,1,0
971752,No,05/02/2022 10:01:40 AM,Raheem,Uddin,Asian,Male,PO,Police Officer,032 PCT,15990,0,0
971753,Yes,08/03/2026 03:51:12 PM,Joshua,Christel,Hispanic,Male,PO,Police Officer,110 PCT,17529,3,1
971754,Yes,08/03/2026 03:51:12 PM,Gregory,Cheriyan,Asian,Male,PO,Police Officer,109 PCT,19010,4,0
971755,Yes,08/03/2026 03:51:12 PM,Juan,Dioniciopina,Hispanic,Male,PO,Police Officer,SRG 1,16157,0,0
